unique_match_id,match_date,season_year,tour_type_human,surface,round,tournament,home_id,home_name,away_id,away_name,home_rank,away_rank,winner_code,home_win
88631370_2023_1,2022-12-29 01:10:00,2023,Atp Tour,Hard,Nan,United Cup ATP,723636,Fritz T.,563621,Lehecka J.,9.0,81.0,1.0,1
12903993_2023_1,2022-12-29 04:50:00,2023,Atp Tour,Hard,Nan,United Cup ATP,340250,Musetti L.,182021,Meligeni Alves F.,23.0,166.0,1.0,1
32392525_2023_1,2022-12-29 06:55:00,2023,Atp Tour,Hard,Nan,United Cup ATP,249143,Tsitsipas S.,945948,Dimitrov G.,4.0,28.0,1.0,1
89690005_2023_1,2022-12-29 08:10:00,2023,Atp Tour,Hard,Nan,United Cup ATP,284548,De Minaur A.,701944,Norrie C.,24.0,14.0,2.0,0
50341526_2023_1,2022-12-29 11:25:00,2023,Atp Tour,Hard,Nan,United Cup ATP,488936,Huesler M.,508090,Skatov T.,56.0,142.0,1.0,1
50855008_2023_1,2022-12-29 11:50:00,2023,Atp Tour,Hard,Nan,United Cup ATP,954504,Rinderknech A.,986053,Cerundolo F.,44.0,30.0,1.0,1
83454864_2023_1,2022-12-30 00:10:00,2023,Atp Tour,Hard,Nan,United Cup ATP,692847,Berrettini M.,261646,Monteiro T.,16.0,71.0,1.0,1
50358144_2023_1,2022-12-30 01:30:00,2023,Atp Tour,Hard,Nan,United Cup ATP,520972,Tiafoe F.,361742,Machac T.,19.0,97.0,1.0,1
27258276_2023_1,2022-12-30 04:00:00,2023,Atp Tour,Hard,Nan,United Cup ATP,458242,Pervolarakis M.,237834,Kuzmanov D.,506.0,196.0,2.0,0
56317834_2023_1,2022-12-30 07:35:00,2023,Atp Tour,Hard,Nan,United Cup ATP,278192,Wawrinka S.,732840,Bublik A.,148.0,37.0,1.0,1
36378713_2023_1,2022-12-30 08:30:00,2023,Atp Tour,Hard,Nan,United Cup ATP,512847,Kubler J.,890750,Evans D.,107.0,27.0,1.0,1
77883906_2023_1,2022-12-30 11:10:00,2023,Atp Tour,Hard,Nan,United Cup ATP,136276,Mannarino A.,452060,Coria F.,46.0,75.0,1.0,1
87295504_2023_1,2022-12-30 23:10:00,2023,Atp Tour,Hard,Nan,United Cup ATP,404096,Zverev A.,563621,Lehecka J.,12.0,81.0,2.0,0
93696153_2023_1,2022-12-30 23:40:00,2023,Atp Tour,Hard,Qualifier,Adelaide 2 ATP - Qualification,659243,Humbert U.,267424,Wu Y.,,,2.0,0
34421863_2023_1,2022-12-31 01:25:00,2023,Atp Tour,Hard,Qualifier,Adelaide 2 ATP - Qualification,338460,Popyrin A.,149795,Zhang Z.,,,1.0,1
74222086_2023_1,2022-12-31 02:00:00,2023,Atp Tour,Hard,Nan,United Cup ATP,182021,Meligeni Alves F.,145031,Durasovic V.,166.0,343.0,1.0,1
43506644_2023_1,2022-12-31 02:45:00,2023,Atp Tour,Hard,Qualifier,Adelaide 2 ATP - Qualification,957369,Safiullin R.,619204,Hanfmann Y.,,,1.0,1
69669821_2023_1,2022-12-31 02:55:00,2023,Atp Tour,Hard,Qualifier,Adelaide 2 ATP - Qualification,884527,Millman J.,120068,Pospisil V.,,,2.0,0
32889145_2023_1,2022-12-31 04:15:00,2023,Atp Tour,Hard,Nan,United Cup ATP,811823,Goffin D.,945948,Dimitrov G.,53.0,28.0,2.0,0
43133453_2023_1,2022-12-31 04:40:00,2023,Atp Tour,Hard,Qualifier,Adelaide 2 ATP - Qualification,614106,Kwon S.,768744,Thiem D.,,,1.0,1
72199684_2023_1,2022-12-31 04:40:00,2023,Atp Tour,Hard,Nan,United Cup ATP,587237,Nadal R.,701944,Norrie C.,2.0,14.0,2.0,0
59521623_2023_1,2022-12-31 05:30:00,2023,Atp Tour,Hard,Qualifier,Adelaide 2 ATP - Qualification,733556,Winter E.,646738,Daniel T.,,,2.0,0
21301871_2023_1,2022-12-31 05:45:00,2023,Atp Tour,Hard,Qualifier,Pune ATP - Qualification,302790,Milojevic N.,721837,Ionel N. D.,,,1.0,1
61117383_2023_1,2022-12-31 05:45:00,2023,Atp Tour,Hard,Qualifier,Pune ATP - Qualification,137843,Marterer M.,561713,Gunneswaran P.,,,1.0,1
54488093_2023_1,2022-12-31 06:10:00,2023,Atp Tour,Hard,Qualifier,Adelaide 2 ATP - Qualification,656194,Duckworth J.,791426,Shelton B.,,,1.0,1
24119575_2023_1,2022-12-31 07:00:00,2023,Atp Tour,Hard,Qualifier,Adelaide 2 ATP - Qualification,473089,Barrere G.,981922,Hijikata R.,,,2.0,0
94732908_2023_1,2022-12-31 07:00:00,2023,Atp Tour,Hard,Nan,United Cup ATP,326801,Michalski D.,508090,Skatov T.,260.0,142.0,2.0,0
13850216_2023_1,2022-12-31 07:15:53,2023,Atp Tour,Hard,Qualifier,Pune ATP - Qualification,928358,Bellucci M.,200057,Orlov V.,,,1.0,1
89823541_2023_1,2022-12-31 08:10:00,2023,Atp Tour,Hard,Qualifier,Pune ATP - Qualification,364318,Ramanathan R.,923060,Virtanen O.,,,1.0,1
86284663_2023_1,2022-12-31 08:45:00,2023,Atp Tour,Hard,Qualifier,Pune ATP - Qualification,927805,Ymer E.,386521,Zekic M.,,,1.0,1
58947032_2023_1,2022-12-31 09:10:00,2023,Atp Tour,Hard,Nan,United Cup ATP,663803,Coric B.,986053,Cerundolo F.,26.0,30.0,1.0,1
49895796_2023_1,2022-12-31 09:30:18,2023,Atp Tour,Hard,Qualifier,Pune ATP - Qualification,706750,Rawat S.,255826,Kolar Z.,,,2.0,0
43098249_2023_1,2022-12-31 10:25:50,2023,Atp Tour,Hard,Qualifier,Pune ATP - Qualification,138401,Bhambri Y.,476967,Hidalgo D.,,,1.0,1
93117608_2023_1,2022-12-31 11:45:00,2023,Atp Tour,Hard,Qualifier,Pune ATP - Qualification,957408,Vishal Balsekar A.,374892,Cobolli F.,,,2.0,0
57281043_2023_3,2022-12-31 23:10:00,2023,Atp Chall,Hard,Qualifier,Canberra Chall. Men - Qualification,713412,Zeppieri G.,904531,Maestrelli F.,,,2.0,0
43824398_2023_3,2022-12-31 23:10:00,2023,Atp Chall,Hard,Qualifier,Canberra Chall. Men - Qualification,335034,Couacaud E.,995867,Walton A.,,,1.0,1
32929732_2023_3,2022-12-31 23:10:00,2023,Atp Chall,Hard,Qualifier,Canberra Chall. Men - Qualification,422313,Diallo G.,953996,Shang J.,,,1.0,1
58882152_2023_1,2022-12-31 23:40:00,2023,Atp Tour,Hard,Qualifier,Adelaide 2 ATP - Qualification,267424,Wu Y.,338460,Popyrin A.,,,2.0,0
77053158_2023_3,2023-01-01 00:10:00,2023,Atp Chall,Hard,Qualifier,Noumea Chall. Men - Qualification,508033,Delaney Je.,813264,Delaney Ja.,,,2.0,0
99884981_2023_3,2023-01-01 00:10:00,2023,Atp Chall,Hard,Qualifier,Noumea Chall. Men - Qualification,465909,Osmont G.,679268,Uesugi K.,,,2.0,0
10008558_2023_1,2023-01-01 00:10:00,2023,Atp Tour,Hard,Nan,United Cup ATP,261646,Monteiro T.,529271,Ruud C.,71.0,3.0,2.0,0
86452182_2023_3,2023-01-01 00:50:00,2023,Atp Chall,Hard,Qualifier,Canberra Chall. Men - Qualification,812008,Laaksonen H.,373503,Krueger M.,,,2.0,0
82190589_2023_3,2023-01-01 01:05:00,2023,Atp Chall,Hard,Qualifier,Canberra Chall. Men - Qualification,385506,Bolt A.,396263,Bellier A.,,,2.0,0
64415040_2023_1,2023-01-01 01:20:00,2023,Atp Tour,Hard,Nan,United Cup ATP,925629,Otte O.,930526,Svrcina D.,76.0,222.0,1.0,1
99082339_2023_3,2023-01-01 01:25:00,2023,Atp Chall,Hard,Qualifier,Canberra Chall. Men - Qualification,441194,Furness E.,755374,Ofner S.,,,2.0,0
21373966_2023_3,2023-01-01 01:30:00,2023,Atp Chall,Hard,Qualifier,Noumea Chall. Men - Qualification,324554,Lopes T.,194018,Brown P.,,,2.0,0
79733916_2023_3,2023-01-01 01:30:00,2023,Atp Chall,Hard,Qualifier,Noumea Chall. Men - Qualification,705517,Harper M.,494287,Jin J.,,,2.0,0
48493948_2023_1,2023-01-01 02:20:00,2023,Atp Tour,Hard,Qualifier,Adelaide 2 ATP - Qualification,957369,Safiullin R.,120068,Pospisil V.,,,1.0,1
96411649_2023_3,2023-01-01 03:00:00,2023,Atp Chall,Hard,Qualifier,Noumea Chall. Men - Qualification,419415,Boivin L.,139468,Walkin B.,,,2.0,0
69034222_2023_3,2023-01-01 03:10:00,2023,Atp Chall,Hard,Qualifier,Canberra Chall. Men - Qualification,257507,Nava E.,238388,Camus C.,,,1.0,1
74549255_2023_3,2023-01-01 03:10:00,2023,Atp Chall,Hard,Qualifier,Nonthaburi Chall. Men - Qualification,960706,Oradini G.,154108,Ayeni A.,,,2.0,0
43301478_2023_3,2023-01-01 03:10:00,2023,Atp Chall,Hard,Qualifier,Nonthaburi Chall. Men - Qualification,919952,Harris B.,177120,Perez A.,,,2.0,0
63266315_2023_3,2023-01-01 03:10:00,2023,Atp Chall,Hard,Qualifier,Nonthaburi Chall. Men - Qualification,315309,Nam Ji S.,966328,Ovcharenko O.,,,1.0,1
55500182_2023_3,2023-01-01 03:15:00,2023,Atp Chall,Hard,Qualifier,Canberra Chall. Men - Qualification,429614,Schoolkate T.,788021,Kukushkin M.,,,1.0,1
40650491_2023_3,2023-01-01 03:15:00,2023,Atp Chall,Hard,Qualifier,Noumea Chall. Men - Qualification,539140,Taylor A.,654101,Mott B.,,,2.0,0
53404727_2023_3,2023-01-01 04:05:00,2023,Atp Chall,Hard,Qualifier,Canberra Chall. Men - Qualification,568273,Broady L.,717248,Galarneau A.,,,1.0,1
26059269_2023_3,2023-01-01 04:30:00,2023,Atp Chall,Hard,Qualifier,Nonthaburi Chall. Men - Qualification,844257,Rosenkranz M.,493807,Santillan A.,,,2.0,0
24889297_2023_1,2023-01-01 04:30:00,2023,Atp Tour,Hard,Nan,United Cup ATP,192912,Bergs Z.,237834,Kuzmanov D.,129.0,196.0,2.0,0
29351733_2023_3,2023-01-01 04:35:00,2023,Atp Chall,Hard,Qualifier,Nonthaburi Chall. Men - Qualification,446563,Berrettini J.,240504,Pouille L.,,,2.0,0
68597687_2023_3,2023-01-01 05:00:00,2023,Atp Chall,Hard,Qualifier,Canberra Chall. Men - Qualification,359603,Jones H.,273580,Pellegrino A.,,,2.0,0
26081318_2023_1,2023-01-01 05:15:00,2023,Atp Tour,Hard,Qualifier,Adelaide 2 ATP - Qualification,614106,Kwon S.,646738,Daniel T.,,,1.0,1
17305905_2023_3,2023-01-01 05:15:00,2023,Atp Chall,Hard,Qualifier,Canberra Chall. Men - Qualification,163041,Muller A.,322647,Holt B.,,,1.0,1
47829716_2023_3,2023-01-01 05:15:00,2023,Atp Chall,Hard,Qualifier,Nonthaburi Chall. Men - Qualification,341854,Squire H.,476400,Trongcharoenchaikul W.,,,1.0,1
43459028_2023_1,2023-01-01 05:25:00,2023,Atp Tour,Hard,1/16-Finals,Adelaide 2 ATP,123040,Giron M.,728933,Gasquet R.,61.0,68.0,1.0,1
86740063_2023_1,2023-01-01 05:40:00,2023,Atp Tour,Hard,Qualifier,Pune ATP - Qualification,137843,Marterer M.,302790,Milojevic N.,,,1.0,1
67006680_2023_1,2023-01-01 05:40:07,2023,Atp Tour,Hard,Qualifier,Pune ATP - Qualification,928358,Bellucci M.,364318,Ramanathan R.,,,2.0,0
20763531_2023_3,2023-01-01 05:50:00,2023,Atp Chall,Hard,Qualifier,Nonthaburi Chall. Men - Qualification,191513,Vrbensky M.,536397,Clark E.,,,1.0,1
99406779_2023_3,2023-01-01 06:25:00,2023,Atp Chall,Hard,Qualifier,Canberra Chall. Men - Qualification,997429,Elias G.,925109,Krutykh O.,,,2.0,0
48656959_2023_3,2023-01-01 06:40:00,2023,Atp Chall,Hard,Qualifier,Nonthaburi Chall. Men - Qualification,235825,Kunsuwan N.,182008,Donskoy E.,,,2.0,0
24193341_2023_1,2023-01-01 07:05:00,2023,Atp Tour,Hard,Qualifier,Pune ATP - Qualification,255826,Kolar Z.,374892,Cobolli F.,,,2.0,0
69758056_2023_3,2023-01-01 07:10:00,2023,Atp Chall,Hard,Qualifier,Nonthaburi Chall. Men - Qualification,269960,Parker S.,750116,Samrej K.,,,1.0,1
30116778_2023_1,2023-01-01 07:25:00,2023,Atp Tour,Hard,Qualifier,Pune ATP - Qualification,927805,Ymer E.,138401,Bhambri Y.,,,1.0,1
92925029_2023_1,2023-01-01 07:40:00,2023,Atp Tour,Hard,Nan,United Cup ATP,125963,Hurkacz H.,732840,Bublik A.,10.0,37.0,1.0,1
35717133_2023_1,2023-01-01 07:50:00,2023,Atp Tour,Hard,Qualifier,Adelaide 2 ATP - Qualification,981922,Hijikata R.,656194,Duckworth J.,,,1.0,1
11179598_2023_3,2023-01-01 08:05:00,2023,Atp Chall,Hard,Qualifier,Nonthaburi Chall. Men - Qualification,799141,Chaiyarin C.,494252,Gaio F.,,,2.0,0
44378841_2023_1,2023-01-01 08:40:00,2023,Atp Tour,Hard,1/16-Finals,Adelaide 2 ATP,476352,McDonald M.,613323,Galan D. E.,63.0,67.0,1.0,1
31565635_2023_3,2023-01-01 08:45:00,2023,Atp Chall,Hard,Qualifier,Nonthaburi Chall. Men - Qualification,217707,Fomin S.,460471,Kelly D.,,,2.0,0
74975931_2023_3,2023-01-01 08:50:00,2023,Atp Chall,Hard,Qualifier,Nonthaburi Chall. Men - Qualification,872279,Kumar O.,853888,Fonio G.,,,2.0,0
85749128_2023_1,2023-01-01 10:05:00,2023,Atp Tour,Hard,Nan,United Cup ATP,702948,Ramos A.,890750,Evans D.,39.0,27.0,2.0,0
59943770_2023_3,2023-01-01 11:10:00,2023,Atp Chall,Hard,Qualifier,Oeiras Chall. Men - Qualification (indoor),640731,Janvier M.,169616,Prizmic D.,,,2.0,0
38008698_2023_3,2023-01-01 11:10:00,2023,Atp Chall,Hard,Qualifier,Oeiras Chall. Men - Qualification (indoor),226123,De Schepper K.,978600,Friberg K.,,,1.0,1
24038857_2023_3,2023-01-01 11:25:00,2023,Atp Chall,Hard,Qualifier,Oeiras Chall. Men - Qualification (indoor),106382,Marie J.,232956,Vincent Ruggeri S.,,,1.0,1
81885001_2023_1,2023-01-01 11:55:00,2023,Atp Tour,Hard,Nan,United Cup ATP,949266,Gojo B.,452060,Coria F.,144.0,75.0,1.0,1
53659679_2023_3,2023-01-01 12:35:00,2023,Atp Chall,Hard,Qualifier,Oeiras Chall. Men - Qualification (indoor),576536,Rocha F.,822429,Lajal M.,,,2.0,0
11710164_2023_3,2023-01-01 12:45:00,2023,Atp Chall,Hard,Qualifier,Oeiras Chall. Men - Qualification (indoor),861716,Holmgren A.,117175,Kirkin E.,,,1.0,1
50115306_2023_3,2023-01-01 13:45:00,2023,Atp Chall,Hard,Qualifier,Oeiras Chall. Men - Qualification (indoor),734428,Vatutin A.,981822,Lamasine T.,,,2.0,0
69492850_2023_3,2023-01-01 14:10:00,2023,Atp Chall,Hard,Qualifier,Oeiras Chall. Men - Qualification (indoor),343888,Rocha H.,900311,Leshem E.,,,2.0,0
39900150_2023_3,2023-01-01 14:25:00,2023,Atp Chall,Hard,Qualifier,Oeiras Chall. Men - Qualification (indoor),749672,Molleker R.,613482,Beaupain S.,,,1.0,1
47433272_2023_3,2023-01-01 15:55:00,2023,Atp Chall,Hard,Qualifier,Oeiras Chall. Men - Qualification (indoor),710841,De Loore J.,345507,Gutierrez O. J.,,,1.0,1
30773542_2023_3,2023-01-01 17:15:00,2023,Atp Chall,Hard,Qualifier,Oeiras Chall. Men - Qualification (indoor),966284,Kachmazov A.,810004,Legout T.,,,1.0,1
58521392_2023_3,2023-01-01 18:30:00,2023,Atp Chall,Hard,Qualifier,Oeiras Chall. Men - Qualification (indoor),288086,Coelho F.,150995,Fanselow S.,,,2.0,0
81224523_2023_3,2023-01-01 19:10:00,2023,Atp Chall,Hard,Qualifier,Oeiras Chall. Men - Qualification (indoor),762084,Araujo P.,433115,Ilkel C.,,,2.0,0
39844804_2023_3,2023-01-01 23:10:00,2023,Atp Chall,Hard,Qualifier,Canberra Chall. Men - Qualification,904531,Maestrelli F.,422313,Diallo G.,,,1.0,1
52999304_2023_3,2023-01-01 23:10:00,2023,Atp Chall,Hard,Qualifier,Canberra Chall. Men - Qualification,373503,Krueger M.,755374,Ofner S.,,,1.0,1
37533734_2023_3,2023-01-01 23:10:00,2023,Atp Chall,Hard,Qualifier,Canberra Chall. Men - Qualification,335034,Couacaud E.,429614,Schoolkate T.,,,1.0,1
22157420_2023_3,2023-01-02 00:05:00,2023,Atp Chall,Hard,Qualifier,Noumea Chall. Men - Qualification,774933,Puttergill C.,679268,Uesugi K.,,,1.0,1
62415719_2023_3,2023-01-02 00:05:00,2023,Atp Chall,Hard,Qualifier,Noumea Chall. Men - Qualification,481579,Ellis B.,194018,Brown P.,,,1.0,1
51040601_2023_3,2023-01-02 00:10:00,2023,Atp Chall,Hard,Qualifier,Noumea Chall. Men - Qualification,278809,Sekulic P.,813264,Delaney Ja.,,,2.0,0
74248634_2023_1,2023-01-02 00:40:00,2023,Atp Tour,Hard,1/16-Finals,Adelaide 2 ATP,692911,Kecmanovic M.,486945,O'Connell C.,29.0,78.0,1.0,1
61766217_2023_1,2023-01-02 01:10:00,2023,Atp Tour,Hard,Nan,United Cup ATP,723636,Fritz T.,404096,Zverev A.,9.0,12.0,1.0,1
48290369_2023_3,2023-01-02 01:55:00,2023,Atp Chall,Hard,Qualifier,Canberra Chall. Men - Qualification,163041,Muller A.,396263,Bellier A.,,,1.0,1
14675561_2023_3,2023-01-02 01:55:00,2023,Atp Chall,Hard,Qualifier,Canberra Chall. Men - Qualification,257507,Nava E.,925109,Krutykh O.,,,1.0,1
80419432_2023_3,2023-01-02 02:10:00,2023,Atp Chall,Hard,Qualifier,Noumea Chall. Men - Qualification,548359,Sumizawa D.,494287,Jin J.,,,2.0,0
79218231_2023_3,2023-01-02 02:15:00,2023,Atp Chall,Hard,1/16-Finals,Canberra Chall. Men,133761,Sweeny D.,627199,Kotov P.,249.0,117.0,1.0,1
97627103_2023_3,2023-01-02 02:25:00,2023,Atp Chall,Hard,Qualifier,Noumea Chall. Men - Qualification,786971,Harper M.,139468,Walkin B.,,,2.0,0
58273778_2023_3,2023-01-02 02:35:00,2023,Atp Chall,Hard,Qualifier,Canberra Chall. Men - Qualification,568273,Broady L.,273580,Pellegrino A.,,,1.0,1
97921062_2023_3,2023-01-02 02:45:00,2023,Atp Chall,Hard,Qualifier,Noumea Chall. Men - Qualification,818514,Inui Y.,654101,Mott B.,,,2.0,0
60644056_2023_3,2023-01-02 03:10:00,2023,Atp Chall,Hard,Qualifier,Nonthaburi Chall. Men - Qualification,341854,Squire H.,493807,Santillan A.,,,1.0,1
15561412_2023_3,2023-01-02 03:10:00,2023,Atp Chall,Hard,Qualifier,Nonthaburi Chall. Men - Qualification,177120,Perez A.,240504,Pouille L.,,,2.0,0
50993422_2023_3,2023-01-02 03:10:00,2023,Atp Chall,Hard,Qualifier,Nonthaburi Chall. Men - Qualification,154108,Ayeni A.,315309,Nam Ji S.,,,1.0,1
36383399_2023_3,2023-01-02 03:50:00,2023,Atp Chall,Hard,1/16-Finals,Canberra Chall. Men,750819,Delbonis F.,855008,Struff J-L.,125.0,150.0,2.0,0
35721830_2023_3,2023-01-02 04:05:00,2023,Atp Chall,Hard,1/16-Finals,Canberra Chall. Men,869004,Kovalik J.,935801,Klahn B.,137.0,872.0,1.0,1
64594275_2023_1,2023-01-02 04:15:00,2023,Atp Tour,Hard,1/16-Finals,Adelaide 2 ATP,415691,Rune H.,783204,Nishioka Y.,11.0,36.0,2.0,0
16346145_2023_3,2023-01-02 04:15:00,2023,Atp Chall,Hard,1/16-Finals,Canberra Chall. Men,108785,Riedi L.,656528,Jarry N.,157.0,152.0,1.0,1
61833777_2023_3,2023-01-02 04:20:00,2023,Atp Chall,Hard,1/16-Finals,Noumea Chall. Men,627600,Matsui T.,128021,Bonadio R.,1519.0,187.0,2.0,0
71078942_2023_3,2023-01-02 04:40:00,2023,Atp Chall,Hard,Qualifier,Nonthaburi Chall. Men - Qualification,269960,Parker S.,853888,Fonio G.,,,2.0,0
10181374_2023_3,2023-01-02 04:50:00,2023,Atp Chall,Hard,Qualifier,Nonthaburi Chall. Men - Qualification,191513,Vrbensky M.,182008,Donskoy E.,,,2.0,0
68751992_2023_3,2023-01-02 04:50:00,2023,Atp Chall,Hard,Qualifier,Nonthaburi Chall. Men - Qualification,460471,Kelly D.,494252,Gaio F.,,,1.0,1
60852839_2023_1,2023-01-02 05:00:00,2023,Atp Tour,Hard,1/16-Finals,Adelaide 2 ATP,338460,Popyrin A.,710995,Auger-Aliassime F.,120.0,6.0,1.0,1
89656980_2023_3,2023-01-02 05:05:00,2023,Atp Chall,Hard,1/16-Finals,Noumea Chall. Men,771433,Sinclair C.,579334,Rai A.,477.0,466.0,1.0,1
43531698_2023_1,2023-01-02 05:15:00,2023,Atp Tour,Hard,1/16-Finals,Adelaide 2 ATP,634863,Thompson J.,786060,Halys Q.,84.0,64.0,2.0,0
36628051_2023_3,2023-01-02 05:50:00,2023,Atp Chall,Hard,1/16-Finals,Noumea Chall. Men,518536,Statham J. R.,622434,Olivieri G. A.,523.0,224.0,1.0,1
35150476_2023_3,2023-01-02 06:10:00,2023,Atp Chall,Hard,1/16-Finals,Nonthaburi Chall. Men,328410,Marozsan F.,502376,Kovapitukted P.,173.0,723.0,1.0,1
14745087_2023_3,2023-01-02 06:20:00,2023,Atp Chall,Hard,1/16-Finals,Canberra Chall. Men,726209,Gombos N.,304009,Misolic F.,114.0,149.0,1.0,1
89603589_2023_1,2023-01-02 06:30:00,2023,Atp Tour,Hard,Nan,United Cup ATP,340250,Musetti L.,145031,Durasovic V.,23.0,343.0,1.0,1
25539860_2023_3,2023-01-02 06:35:00,2023,Atp Chall,Hard,1/16-Finals,Nonthaburi Chall. Men,594536,Hassan B.,828628,Harris L.,303.0,237.0,2.0,0
56243104_2023_3,2023-01-02 06:40:00,2023,Atp Chall,Hard,1/16-Finals,Canberra Chall. Men,444516,Vukic A.,204208,Gaston H.,130.0,108.0,2.0,0
31075487_2023_3,2023-01-02 06:40:00,2023,Atp Chall,Hard,1/16-Finals,Nonthaburi Chall. Men,833958,Uchiyama Y.,251433,Jones M.,320.0,948.0,1.0,1
92437263_2023_1,2023-01-02 06:50:00,2023,Atp Tour,Hard,1/16-Finals,Adelaide 2 ATP,730346,Ymer M.,957369,Safiullin R.,69.0,88.0,2.0,0
43222755_2023_1,2023-01-02 07:05:00,2023,Atp Tour,Hard,Nan,United Cup ATP,249143,Tsitsipas S.,811823,Goffin D.,4.0,53.0,1.0,1
16579869_2023_3,2023-01-02 07:15:00,2023,Atp Chall,Hard,1/16-Finals,Noumea Chall. Men,971501,Lopes V.,257665,Paire B.,,179.0,2.0,0
17955704_2023_3,2023-01-02 07:35:00,2023,Atp Chall,Hard,1/16-Finals,Nonthaburi Chall. Men,524043,Purcell M.,944674,Travaglia S.,220.0,310.0,1.0,1
16305326_2023_3,2023-01-02 07:40:00,2023,Atp Chall,Hard,1/16-Finals,Noumea Chall. Men,563110,Hong S. C.,938897,Fancutt T. J.,252.0,532.0,2.0,0
97146112_2023_1,2023-01-02 08:05:00,2023,Atp Tour,Hard,Nan,United Cup ATP,587237,Nadal R.,284548,De Minaur A.,2.0,24.0,2.0,0
32966546_2023_3,2023-01-02 08:20:00,2023,Atp Chall,Hard,1/16-Finals,Noumea Chall. Men,480969,Chazal M.,769210,Marcora R.,571.0,685.0,1.0,1
91180665_2023_3,2023-01-02 08:20:00,2023,Atp Chall,Hard,1/16-Finals,Nonthaburi Chall. Men,504666,Added D.,923051,Novak D.,285.0,180.0,2.0,0
55614018_2023_3,2023-01-02 08:25:00,2023,Atp Chall,Hard,1/16-Finals,Nonthaburi Chall. Men,100498,Gengel M.,153141,Sandgren T.,282.0,265.0,1.0,1
30134092_2023_1,2023-01-02 08:35:00,2023,Atp Tour,Hard,1/16-Finals,Pune ATP,176447,Tseng C. H.,670925,Bonzi B.,115.0,60.0,2.0,0
91054501_2023_1,2023-01-02 08:35:00,2023,Atp Tour,Hard,1/16-Finals,Pune ATP,921784,Carballes Baena R.,336426,Zapata Miralles B.,74.0,72.0,1.0,1
52547064_2023_1,2023-01-02 08:40:00,2023,Atp Tour,Hard,1/16-Finals,Adelaide 2 ATP,614106,Kwon S.,771934,Draper J.,83.0,42.0,2.0,0
70579267_2023_1,2023-01-02 08:40:00,2023,Atp Tour,Hard,1/16-Finals,Pune ATP,563588,Dhamne M.,564713,Mmoh M.,,113.0,2.0,0
13598936_2023_3,2023-01-02 09:10:00,2023,Atp Chall,Hard,1/16-Finals,Nonthaburi Chall. Men,621474,Moriya H.,466705,Hsu Y. H.,270.0,221.0,2.0,0
68371477_2023_3,2023-01-02 09:40:00,2023,Atp Chall,Hard,1/16-Finals,Noumea Chall. Men,838456,Uchida K.,362646,Peniston R.,197.0,167.0,2.0,0
31260163_2023_3,2023-01-02 09:40:00,2023,Atp Chall,Hard,1/16-Finals,Nonthaburi Chall. Men,591935,Mochizuki S.,149630,Escoffier A.,319.0,205.0,2.0,0
40891336_2023_1,2023-01-02 09:55:00,2023,Atp Tour,Hard,1/16-Finals,Pune ATP,646890,Griekspoor T.,292653,Munar J.,95.0,58.0,1.0,1
11086082_2023_1,2023-01-02 10:25:00,2023,Atp Tour,Hard,1/16-Finals,Pune ATP,583404,Molcan A.,350409,Djere L.,50.0,70.0,2.0,0
44393388_2023_1,2023-01-02 10:35:00,2023,Atp Tour,Hard,1/16-Finals,Pune ATP,575829,Cecchinato M.,309924,Basilashvili N.,101.0,91.0,1.0,1
36035305_2023_1,2023-01-02 10:45:00,2023,Atp Tour,Hard,1/16-Finals,Adelaide 2 ATP,134469,Kokkinakis T.,527783,Cressy M.,93.0,34.0,1.0,1
82807232_2023_3,2023-01-02 11:10:00,2023,Atp Chall,Hard,Qualifier,Oeiras Chall. Men - Qualification (indoor),226123,De Schepper K.,106382,Marie J.,,,1.0,1
80068505_2023_3,2023-01-02 11:10:00,2023,Atp Chall,Hard,Qualifier,Oeiras Chall. Men - Qualification (indoor),169616,Prizmic D.,861716,Holmgren A.,,,1.0,1
94348349_2023_3,2023-01-02 11:10:00,2023,Atp Chall,Hard,Qualifier,Oeiras Chall. Men - Qualification (indoor),710841,De Loore J.,900311,Leshem E.,,,1.0,1
94170644_2023_1,2023-01-02 11:30:00,2023,Atp Tour,Hard,Nan,United Cup ATP,326801,Michalski D.,488936,Huesler M.,260.0,56.0,2.0,0
41313726_2023_1,2023-01-02 11:45:00,2023,Atp Tour,Hard,1/16-Finals,Pune ATP,804480,Krajinovic F.,432652,Nagal S.,54.0,503.0,1.0,1
54296058_2023_1,2023-01-02 12:30:00,2023,Atp Tour,Hard,Nan,United Cup ATP,954504,Rinderknech A.,663803,Coric B.,44.0,26.0,2.0,0
21646006_2023_3,2023-01-02 12:55:00,2023,Atp Chall,Hard,Qualifier,Oeiras Chall. Men - Qualification (indoor),966284,Kachmazov A.,150995,Fanselow S.,,,1.0,1
79502600_2023_3,2023-01-02 13:05:00,2023,Atp Chall,Clay,Qualifier,Tigre Chall. Men - Qualification,901822,Hess S.,992243,Aboian V.,,,2.0,0
66826644_2023_3,2023-01-02 13:10:00,2023,Atp Chall,Clay,Qualifier,Tigre Chall. Men - Qualification,214377,Descotte M. F.,468512,Farjat T.,,,1.0,1
76922022_2023_3,2023-01-02 13:10:00,2023,Atp Chall,Clay,Qualifier,Tigre Chall. Men - Qualification,538981,Pereira J.,631462,Barrena A.,,,2.0,0
