unique_match_id,player_id,opponent_id,player_rank,opponent_rank,surface,season_year,match_date,tour_type_human,won,player_name,opponent_name
88631370_2023_1,723636,563621,9.0,81.0,Hard,2023,2022-12-29 01:10:00,Atp Tour,1,Fritz T.,Lehecka J.
12903993_2023_1,340250,182021,23.0,166.0,Hard,2023,2022-12-29 04:50:00,Atp Tour,1,Musetti L.,Meligeni Alves F.
32392525_2023_1,249143,945948,4.0,28.0,Hard,2023,2022-12-29 06:55:00,Atp Tour,1,Tsitsipas S.,Dimitrov G.
89690005_2023_1,284548,701944,24.0,14.0,Hard,2023,2022-12-29 08:10:00,Atp Tour,0,De Minaur A.,Norrie C.
50341526_2023_1,488936,508090,56.0,142.0,Hard,2023,2022-12-29 11:25:00,Atp Tour,1,Huesler M.,Skatov T.
50855008_2023_1,954504,986053,44.0,30.0,Hard,2023,2022-12-29 11:50:00,Atp Tour,1,Rinderknech A.,Cerundolo F.
83454864_2023_1,692847,261646,16.0,71.0,Hard,2023,2022-12-30 00:10:00,Atp Tour,1,Berrettini M.,Monteiro T.
50358144_2023_1,520972,361742,19.0,97.0,Hard,2023,2022-12-30 01:30:00,Atp Tour,1,Tiafoe F.,Machac T.
27258276_2023_1,458242,237834,506.0,196.0,Hard,2023,2022-12-30 04:00:00,Atp Tour,0,Pervolarakis M.,Kuzmanov D.
56317834_2023_1,278192,732840,148.0,37.0,Hard,2023,2022-12-30 07:35:00,Atp Tour,1,Wawrinka S.,Bublik A.
36378713_2023_1,512847,890750,107.0,27.0,Hard,2023,2022-12-30 08:30:00,Atp Tour,1,Kubler J.,Evans D.
77883906_2023_1,136276,452060,46.0,75.0,Hard,2023,2022-12-30 11:10:00,Atp Tour,1,Mannarino A.,Coria F.
87295504_2023_1,404096,563621,12.0,81.0,Hard,2023,2022-12-30 23:10:00,Atp Tour,0,Zverev A.,Lehecka J.
93696153_2023_1,659243,267424,,,Hard,2023,2022-12-30 23:40:00,Atp Tour,0,Humbert U.,Wu Y.
34421863_2023_1,338460,149795,,,Hard,2023,2022-12-31 01:25:00,Atp Tour,1,Popyrin A.,Zhang Z.
74222086_2023_1,182021,145031,166.0,343.0,Hard,2023,2022-12-31 02:00:00,Atp Tour,1,Meligeni Alves F.,Durasovic V.
43506644_2023_1,957369,619204,,,Hard,2023,2022-12-31 02:45:00,Atp Tour,1,Safiullin R.,Hanfmann Y.
69669821_2023_1,884527,120068,,,Hard,2023,2022-12-31 02:55:00,Atp Tour,0,Millman J.,Pospisil V.
32889145_2023_1,811823,945948,53.0,28.0,Hard,2023,2022-12-31 04:15:00,Atp Tour,0,Goffin D.,Dimitrov G.
43133453_2023_1,614106,768744,,,Hard,2023,2022-12-31 04:40:00,Atp Tour,1,Kwon S.,Thiem D.
72199684_2023_1,587237,701944,2.0,14.0,Hard,2023,2022-12-31 04:40:00,Atp Tour,0,Nadal R.,Norrie C.
59521623_2023_1,733556,646738,,,Hard,2023,2022-12-31 05:30:00,Atp Tour,0,Winter E.,Daniel T.
21301871_2023_1,302790,721837,,,Hard,2023,2022-12-31 05:45:00,Atp Tour,1,Milojevic N.,Ionel N. D.
61117383_2023_1,137843,561713,,,Hard,2023,2022-12-31 05:45:00,Atp Tour,1,Marterer M.,Gunneswaran P.
54488093_2023_1,656194,791426,,,Hard,2023,2022-12-31 06:10:00,Atp Tour,1,Duckworth J.,Shelton B.
24119575_2023_1,473089,981922,,,Hard,2023,2022-12-31 07:00:00,Atp Tour,0,Barrere G.,Hijikata R.
94732908_2023_1,326801,508090,260.0,142.0,Hard,2023,2022-12-31 07:00:00,Atp Tour,0,Michalski D.,Skatov T.
13850216_2023_1,928358,200057,,,Hard,2023,2022-12-31 07:15:53,Atp Tour,1,Bellucci M.,Orlov V.
89823541_2023_1,364318,923060,,,Hard,2023,2022-12-31 08:10:00,Atp Tour,1,Ramanathan R.,Virtanen O.
86284663_2023_1,927805,386521,,,Hard,2023,2022-12-31 08:45:00,Atp Tour,1,Ymer E.,Zekic M.
58947032_2023_1,663803,986053,26.0,30.0,Hard,2023,2022-12-31 09:10:00,Atp Tour,1,Coric B.,Cerundolo F.
49895796_2023_1,706750,255826,,,Hard,2023,2022-12-31 09:30:18,Atp Tour,0,Rawat S.,Kolar Z.
43098249_2023_1,138401,476967,,,Hard,2023,2022-12-31 10:25:50,Atp Tour,1,Bhambri Y.,Hidalgo D.
93117608_2023_1,957408,374892,,,Hard,2023,2022-12-31 11:45:00,Atp Tour,0,Vishal Balsekar A.,Cobolli F.
57281043_2023_3,713412,904531,,,Hard,2023,2022-12-31 23:10:00,Atp Chall,0,Zeppieri G.,Maestrelli F.
43824398_2023_3,335034,995867,,,Hard,2023,2022-12-31 23:10:00,Atp Chall,1,Couacaud E.,Walton A.
32929732_2023_3,422313,953996,,,Hard,2023,2022-12-31 23:10:00,Atp Chall,1,Diallo G.,Shang J.
58882152_2023_1,267424,338460,,,Hard,2023,2022-12-31 23:40:00,Atp Tour,0,Wu Y.,Popyrin A.
77053158_2023_3,508033,813264,,,Hard,2023,2023-01-01 00:10:00,Atp Chall,0,Delaney Je.,Delaney Ja.
99884981_2023_3,465909,679268,,,Hard,2023,2023-01-01 00:10:00,Atp Chall,0,Osmont G.,Uesugi K.
10008558_2023_1,261646,529271,71.0,3.0,Hard,2023,2023-01-01 00:10:00,Atp Tour,0,Monteiro T.,Ruud C.
86452182_2023_3,812008,373503,,,Hard,2023,2023-01-01 00:50:00,Atp Chall,0,Laaksonen H.,Krueger M.
82190589_2023_3,385506,396263,,,Hard,2023,2023-01-01 01:05:00,Atp Chall,0,Bolt A.,Bellier A.
64415040_2023_1,925629,930526,76.0,222.0,Hard,2023,2023-01-01 01:20:00,Atp Tour,1,Otte O.,Svrcina D.
99082339_2023_3,441194,755374,,,Hard,2023,2023-01-01 01:25:00,Atp Chall,0,Furness E.,Ofner S.
21373966_2023_3,324554,194018,,,Hard,2023,2023-01-01 01:30:00,Atp Chall,0,Lopes T.,Brown P.
79733916_2023_3,705517,494287,,,Hard,2023,2023-01-01 01:30:00,Atp Chall,0,Harper M.,Jin J.
48493948_2023_1,957369,120068,,,Hard,2023,2023-01-01 02:20:00,Atp Tour,1,Safiullin R.,Pospisil V.
96411649_2023_3,419415,139468,,,Hard,2023,2023-01-01 03:00:00,Atp Chall,0,Boivin L.,Walkin B.
69034222_2023_3,257507,238388,,,Hard,2023,2023-01-01 03:10:00,Atp Chall,1,Nava E.,Camus C.
74549255_2023_3,960706,154108,,,Hard,2023,2023-01-01 03:10:00,Atp Chall,0,Oradini G.,Ayeni A.
43301478_2023_3,919952,177120,,,Hard,2023,2023-01-01 03:10:00,Atp Chall,0,Harris B.,Perez A.
63266315_2023_3,315309,966328,,,Hard,2023,2023-01-01 03:10:00,Atp Chall,1,Nam Ji S.,Ovcharenko O.
55500182_2023_3,429614,788021,,,Hard,2023,2023-01-01 03:15:00,Atp Chall,1,Schoolkate T.,Kukushkin M.
40650491_2023_3,539140,654101,,,Hard,2023,2023-01-01 03:15:00,Atp Chall,0,Taylor A.,Mott B.
53404727_2023_3,568273,717248,,,Hard,2023,2023-01-01 04:05:00,Atp Chall,1,Broady L.,Galarneau A.
26059269_2023_3,844257,493807,,,Hard,2023,2023-01-01 04:30:00,Atp Chall,0,Rosenkranz M.,Santillan A.
24889297_2023_1,192912,237834,129.0,196.0,Hard,2023,2023-01-01 04:30:00,Atp Tour,0,Bergs Z.,Kuzmanov D.
29351733_2023_3,446563,240504,,,Hard,2023,2023-01-01 04:35:00,Atp Chall,0,Berrettini J.,Pouille L.
68597687_2023_3,359603,273580,,,Hard,2023,2023-01-01 05:00:00,Atp Chall,0,Jones H.,Pellegrino A.
26081318_2023_1,614106,646738,,,Hard,2023,2023-01-01 05:15:00,Atp Tour,1,Kwon S.,Daniel T.
17305905_2023_3,163041,322647,,,Hard,2023,2023-01-01 05:15:00,Atp Chall,1,Muller A.,Holt B.
47829716_2023_3,341854,476400,,,Hard,2023,2023-01-01 05:15:00,Atp Chall,1,Squire H.,Trongcharoenchaikul W.
43459028_2023_1,123040,728933,61.0,68.0,Hard,2023,2023-01-01 05:25:00,Atp Tour,1,Giron M.,Gasquet R.
86740063_2023_1,137843,302790,,,Hard,2023,2023-01-01 05:40:00,Atp Tour,1,Marterer M.,Milojevic N.
67006680_2023_1,928358,364318,,,Hard,2023,2023-01-01 05:40:07,Atp Tour,0,Bellucci M.,Ramanathan R.
20763531_2023_3,191513,536397,,,Hard,2023,2023-01-01 05:50:00,Atp Chall,1,Vrbensky M.,Clark E.
99406779_2023_3,997429,925109,,,Hard,2023,2023-01-01 06:25:00,Atp Chall,0,Elias G.,Krutykh O.
48656959_2023_3,235825,182008,,,Hard,2023,2023-01-01 06:40:00,Atp Chall,0,Kunsuwan N.,Donskoy E.
24193341_2023_1,255826,374892,,,Hard,2023,2023-01-01 07:05:00,Atp Tour,0,Kolar Z.,Cobolli F.
69758056_2023_3,269960,750116,,,Hard,2023,2023-01-01 07:10:00,Atp Chall,1,Parker S.,Samrej K.
30116778_2023_1,927805,138401,,,Hard,2023,2023-01-01 07:25:00,Atp Tour,1,Ymer E.,Bhambri Y.
92925029_2023_1,125963,732840,10.0,37.0,Hard,2023,2023-01-01 07:40:00,Atp Tour,1,Hurkacz H.,Bublik A.
35717133_2023_1,981922,656194,,,Hard,2023,2023-01-01 07:50:00,Atp Tour,1,Hijikata R.,Duckworth J.
11179598_2023_3,799141,494252,,,Hard,2023,2023-01-01 08:05:00,Atp Chall,0,Chaiyarin C.,Gaio F.
44378841_2023_1,476352,613323,63.0,67.0,Hard,2023,2023-01-01 08:40:00,Atp Tour,1,McDonald M.,Galan D. E.
31565635_2023_3,217707,460471,,,Hard,2023,2023-01-01 08:45:00,Atp Chall,0,Fomin S.,Kelly D.
74975931_2023_3,872279,853888,,,Hard,2023,2023-01-01 08:50:00,Atp Chall,0,Kumar O.,Fonio G.
85749128_2023_1,702948,890750,39.0,27.0,Hard,2023,2023-01-01 10:05:00,Atp Tour,0,Ramos A.,Evans D.
59943770_2023_3,640731,169616,,,Hard,2023,2023-01-01 11:10:00,Atp Chall,0,Janvier M.,Prizmic D.
38008698_2023_3,226123,978600,,,Hard,2023,2023-01-01 11:10:00,Atp Chall,1,De Schepper K.,Friberg K.
24038857_2023_3,106382,232956,,,Hard,2023,2023-01-01 11:25:00,Atp Chall,1,Marie J.,Vincent Ruggeri S.
81885001_2023_1,949266,452060,144.0,75.0,Hard,2023,2023-01-01 11:55:00,Atp Tour,1,Gojo B.,Coria F.
53659679_2023_3,576536,822429,,,Hard,2023,2023-01-01 12:35:00,Atp Chall,0,Rocha F.,Lajal M.
11710164_2023_3,861716,117175,,,Hard,2023,2023-01-01 12:45:00,Atp Chall,1,Holmgren A.,Kirkin E.
50115306_2023_3,734428,981822,,,Hard,2023,2023-01-01 13:45:00,Atp Chall,0,Vatutin A.,Lamasine T.
69492850_2023_3,343888,900311,,,Hard,2023,2023-01-01 14:10:00,Atp Chall,0,Rocha H.,Leshem E.
39900150_2023_3,749672,613482,,,Hard,2023,2023-01-01 14:25:00,Atp Chall,1,Molleker R.,Beaupain S.
47433272_2023_3,710841,345507,,,Hard,2023,2023-01-01 15:55:00,Atp Chall,1,De Loore J.,Gutierrez O. J.
30773542_2023_3,966284,810004,,,Hard,2023,2023-01-01 17:15:00,Atp Chall,1,Kachmazov A.,Legout T.
58521392_2023_3,288086,150995,,,Hard,2023,2023-01-01 18:30:00,Atp Chall,0,Coelho F.,Fanselow S.
81224523_2023_3,762084,433115,,,Hard,2023,2023-01-01 19:10:00,Atp Chall,0,Araujo P.,Ilkel C.
39844804_2023_3,904531,422313,,,Hard,2023,2023-01-01 23:10:00,Atp Chall,1,Maestrelli F.,Diallo G.
52999304_2023_3,373503,755374,,,Hard,2023,2023-01-01 23:10:00,Atp Chall,1,Krueger M.,Ofner S.
37533734_2023_3,335034,429614,,,Hard,2023,2023-01-01 23:10:00,Atp Chall,1,Couacaud E.,Schoolkate T.
22157420_2023_3,774933,679268,,,Hard,2023,2023-01-02 00:05:00,Atp Chall,1,Puttergill C.,Uesugi K.
62415719_2023_3,481579,194018,,,Hard,2023,2023-01-02 00:05:00,Atp Chall,1,Ellis B.,Brown P.
51040601_2023_3,278809,813264,,,Hard,2023,2023-01-02 00:10:00,Atp Chall,0,Sekulic P.,Delaney Ja.
74248634_2023_1,692911,486945,29.0,78.0,Hard,2023,2023-01-02 00:40:00,Atp Tour,1,Kecmanovic M.,O'Connell C.
61766217_2023_1,723636,404096,9.0,12.0,Hard,2023,2023-01-02 01:10:00,Atp Tour,1,Fritz T.,Zverev A.
48290369_2023_3,163041,396263,,,Hard,2023,2023-01-02 01:55:00,Atp Chall,1,Muller A.,Bellier A.
14675561_2023_3,257507,925109,,,Hard,2023,2023-01-02 01:55:00,Atp Chall,1,Nava E.,Krutykh O.
80419432_2023_3,548359,494287,,,Hard,2023,2023-01-02 02:10:00,Atp Chall,0,Sumizawa D.,Jin J.
79218231_2023_3,133761,627199,249.0,117.0,Hard,2023,2023-01-02 02:15:00,Atp Chall,1,Sweeny D.,Kotov P.
97627103_2023_3,786971,139468,,,Hard,2023,2023-01-02 02:25:00,Atp Chall,0,Harper M.,Walkin B.
58273778_2023_3,568273,273580,,,Hard,2023,2023-01-02 02:35:00,Atp Chall,1,Broady L.,Pellegrino A.
97921062_2023_3,818514,654101,,,Hard,2023,2023-01-02 02:45:00,Atp Chall,0,Inui Y.,Mott B.
60644056_2023_3,341854,493807,,,Hard,2023,2023-01-02 03:10:00,Atp Chall,1,Squire H.,Santillan A.
15561412_2023_3,177120,240504,,,Hard,2023,2023-01-02 03:10:00,Atp Chall,0,Perez A.,Pouille L.
50993422_2023_3,154108,315309,,,Hard,2023,2023-01-02 03:10:00,Atp Chall,1,Ayeni A.,Nam Ji S.
36383399_2023_3,750819,855008,125.0,150.0,Hard,2023,2023-01-02 03:50:00,Atp Chall,0,Delbonis F.,Struff J-L.
35721830_2023_3,869004,935801,137.0,872.0,Hard,2023,2023-01-02 04:05:00,Atp Chall,1,Kovalik J.,Klahn B.
64594275_2023_1,415691,783204,11.0,36.0,Hard,2023,2023-01-02 04:15:00,Atp Tour,0,Rune H.,Nishioka Y.
16346145_2023_3,108785,656528,157.0,152.0,Hard,2023,2023-01-02 04:15:00,Atp Chall,1,Riedi L.,Jarry N.
61833777_2023_3,627600,128021,1519.0,187.0,Hard,2023,2023-01-02 04:20:00,Atp Chall,0,Matsui T.,Bonadio R.
71078942_2023_3,269960,853888,,,Hard,2023,2023-01-02 04:40:00,Atp Chall,0,Parker S.,Fonio G.
10181374_2023_3,191513,182008,,,Hard,2023,2023-01-02 04:50:00,Atp Chall,0,Vrbensky M.,Donskoy E.
68751992_2023_3,460471,494252,,,Hard,2023,2023-01-02 04:50:00,Atp Chall,1,Kelly D.,Gaio F.
60852839_2023_1,338460,710995,120.0,6.0,Hard,2023,2023-01-02 05:00:00,Atp Tour,1,Popyrin A.,Auger-Aliassime F.
89656980_2023_3,771433,579334,477.0,466.0,Hard,2023,2023-01-02 05:05:00,Atp Chall,1,Sinclair C.,Rai A.
43531698_2023_1,634863,786060,84.0,64.0,Hard,2023,2023-01-02 05:15:00,Atp Tour,0,Thompson J.,Halys Q.
36628051_2023_3,518536,622434,523.0,224.0,Hard,2023,2023-01-02 05:50:00,Atp Chall,1,Statham J. R.,Olivieri G. A.
35150476_2023_3,328410,502376,173.0,723.0,Hard,2023,2023-01-02 06:10:00,Atp Chall,1,Marozsan F.,Kovapitukted P.
14745087_2023_3,726209,304009,114.0,149.0,Hard,2023,2023-01-02 06:20:00,Atp Chall,1,Gombos N.,Misolic F.
89603589_2023_1,340250,145031,23.0,343.0,Hard,2023,2023-01-02 06:30:00,Atp Tour,1,Musetti L.,Durasovic V.
25539860_2023_3,594536,828628,303.0,237.0,Hard,2023,2023-01-02 06:35:00,Atp Chall,0,Hassan B.,Harris L.
56243104_2023_3,444516,204208,130.0,108.0,Hard,2023,2023-01-02 06:40:00,Atp Chall,0,Vukic A.,Gaston H.
31075487_2023_3,833958,251433,320.0,948.0,Hard,2023,2023-01-02 06:40:00,Atp Chall,1,Uchiyama Y.,Jones M.
92437263_2023_1,730346,957369,69.0,88.0,Hard,2023,2023-01-02 06:50:00,Atp Tour,0,Ymer M.,Safiullin R.
43222755_2023_1,249143,811823,4.0,53.0,Hard,2023,2023-01-02 07:05:00,Atp Tour,1,Tsitsipas S.,Goffin D.
16579869_2023_3,971501,257665,,179.0,Hard,2023,2023-01-02 07:15:00,Atp Chall,0,Lopes V.,Paire B.
17955704_2023_3,524043,944674,220.0,310.0,Hard,2023,2023-01-02 07:35:00,Atp Chall,1,Purcell M.,Travaglia S.
16305326_2023_3,563110,938897,252.0,532.0,Hard,2023,2023-01-02 07:40:00,Atp Chall,0,Hong S. C.,Fancutt T. J.
97146112_2023_1,587237,284548,2.0,24.0,Hard,2023,2023-01-02 08:05:00,Atp Tour,0,Nadal R.,De Minaur A.
32966546_2023_3,480969,769210,571.0,685.0,Hard,2023,2023-01-02 08:20:00,Atp Chall,1,Chazal M.,Marcora R.
91180665_2023_3,504666,923051,285.0,180.0,Hard,2023,2023-01-02 08:20:00,Atp Chall,0,Added D.,Novak D.
55614018_2023_3,100498,153141,282.0,265.0,Hard,2023,2023-01-02 08:25:00,Atp Chall,1,Gengel M.,Sandgren T.
30134092_2023_1,176447,670925,115.0,60.0,Hard,2023,2023-01-02 08:35:00,Atp Tour,0,Tseng C. H.,Bonzi B.
91054501_2023_1,921784,336426,74.0,72.0,Hard,2023,2023-01-02 08:35:00,Atp Tour,1,Carballes Baena R.,Zapata Miralles B.
52547064_2023_1,614106,771934,83.0,42.0,Hard,2023,2023-01-02 08:40:00,Atp Tour,0,Kwon S.,Draper J.
70579267_2023_1,563588,564713,,113.0,Hard,2023,2023-01-02 08:40:00,Atp Tour,0,Dhamne M.,Mmoh M.
13598936_2023_3,621474,466705,270.0,221.0,Hard,2023,2023-01-02 09:10:00,Atp Chall,0,Moriya H.,Hsu Y. H.
68371477_2023_3,838456,362646,197.0,167.0,Hard,2023,2023-01-02 09:40:00,Atp Chall,0,Uchida K.,Peniston R.
31260163_2023_3,591935,149630,319.0,205.0,Hard,2023,2023-01-02 09:40:00,Atp Chall,0,Mochizuki S.,Escoffier A.
40891336_2023_1,646890,292653,95.0,58.0,Hard,2023,2023-01-02 09:55:00,Atp Tour,1,Griekspoor T.,Munar J.
11086082_2023_1,583404,350409,50.0,70.0,Hard,2023,2023-01-02 10:25:00,Atp Tour,0,Molcan A.,Djere L.
44393388_2023_1,575829,309924,101.0,91.0,Hard,2023,2023-01-02 10:35:00,Atp Tour,1,Cecchinato M.,Basilashvili N.
36035305_2023_1,134469,527783,93.0,34.0,Hard,2023,2023-01-02 10:45:00,Atp Tour,1,Kokkinakis T.,Cressy M.
82807232_2023_3,226123,106382,,,Hard,2023,2023-01-02 11:10:00,Atp Chall,1,De Schepper K.,Marie J.
80068505_2023_3,169616,861716,,,Hard,2023,2023-01-02 11:10:00,Atp Chall,1,Prizmic D.,Holmgren A.
94348349_2023_3,710841,900311,,,Hard,2023,2023-01-02 11:10:00,Atp Chall,1,De Loore J.,Leshem E.
94170644_2023_1,326801,488936,260.0,56.0,Hard,2023,2023-01-02 11:30:00,Atp Tour,0,Michalski D.,Huesler M.
41313726_2023_1,804480,432652,54.0,503.0,Hard,2023,2023-01-02 11:45:00,Atp Tour,1,Krajinovic F.,Nagal S.
54296058_2023_1,954504,663803,44.0,26.0,Hard,2023,2023-01-02 12:30:00,Atp Tour,0,Rinderknech A.,Coric B.
21646006_2023_3,966284,150995,,,Hard,2023,2023-01-02 12:55:00,Atp Chall,1,Kachmazov A.,Fanselow S.
79502600_2023_3,901822,992243,,,Clay,2023,2023-01-02 13:05:00,Atp Chall,0,Hess S.,Aboian V.
66826644_2023_3,214377,468512,,,Clay,2023,2023-01-02 13:10:00,Atp Chall,1,Descotte M. F.,Farjat T.
76922022_2023_3,538981,631462,,,Clay,2023,2023-01-02 13:10:00,Atp Chall,0,Pereira J.,Barrena A.
30557986_2023_3,749672,433115,,,Hard,2023,2023-01-02 13:45:00,Atp Chall,0,Molleker R.,Ilkel C.
45304636_2023_3,981822,822429,,,Hard,2023,2023-01-02 14:00:00,Atp Chall,0,Lamasine T.,Lajal M.
31813487_2023_3,716200,782956,,,Clay,2023,2023-01-02 14:20:00,Atp Chall,1,Aboian L.,Prihodko O.
75070599_2023_3,119633,702197,250.0,321.0,Hard,2023,2023-01-02 14:25:00,Atp Chall,1,Gigante M.,Tabur C.
18105632_2023_3,725200,325241,,,Clay,2023,2023-01-02 14:30:00,Atp Chall,0,Otegui J. B.,Monzon I.
33730616_2023_3,735755,164986,,,Clay,2023,2023-01-02 15:30:00,Atp Chall,1,Alves M.,Panta J.
32193297_2023_3,843107,105664,630.0,275.0,Hard,2023,2023-01-02 15:45:00,Atp Chall,1,Debru G.,Valkusz M.
97957988_2023_3,148129,672689,274.0,296.0,Hard,2023,2023-01-02 15:55:00,Atp Chall,1,Neuchrist M.,Neumayer L.
97202385_2023_3,249052,209113,,,Clay,2023,2023-01-02 16:15:00,Atp Chall,1,Huertas Del Pino Cordova A.,Leite W.
60304203_2023_3,273841,805378,280.0,590.0,Hard,2023,2023-01-02 16:25:00,Atp Chall,1,Collignon R.,Faria J.
51367093_2023_3,866560,875761,,,Clay,2023,2023-01-02 16:40:00,Atp Chall,1,Sanchez Jover C.,Ratti L.
73280305_2023_3,227660,649700,168.0,312.0,Hard,2023,2023-01-02 17:35:00,Atp Chall,1,Berankis R.,Moroni M.
14461328_2023_3,453166,794915,,,Clay,2023,2023-01-02 18:00:00,Atp Chall,1,Vidal Azorin J. F.,Cuevas M.
90036042_2023_3,832213,924945,,,Clay,2023,2023-01-02 18:00:00,Atp Chall,1,Seyboth Wild T.,Bueno G.
29877987_2023_3,113328,970836,,,Clay,2023,2023-01-02 18:05:00,Atp Chall,1,Briand J.,Arcuschin R.
69214975_2023_3,632464,252227,283.0,255.0,Hard,2023,2023-01-02 18:05:00,Atp Chall,0,Gerch L.,Medjedovic H.
77674543_2023_3,658955,708905,,,Clay,2023,2023-01-02 19:50:00,Atp Chall,0,Huertas Del Pino C.,Paz J. P.
76019723_2023_3,505077,529592,136.0,135.0,Hard,2023,2023-01-02 23:00:00,Atp Chall,0,Klein L.,Nardi L.
60600767_2023_3,373503,898178,214.0,334.0,Hard,2023,2023-01-02 23:00:00,Atp Chall,0,Krueger M.,Polmans M.
10843169_2023_3,537424,568273,119.0,163.0,Hard,2023,2023-01-02 23:00:00,Atp Chall,0,Passaro F.,Broady L.
69291634_2023_3,965485,481579,226.0,743.0,Hard,2023,2023-01-03 00:05:00,Atp Chall,0,Escobedo E.,Ellis B.
27734519_2023_1,692847,529271,16.0,3.0,Hard,2023,2023-01-03 00:05:00,Atp Tour,1,Berrettini M.,Ruud C.
35841287_2023_3,423268,139468,191.0,971.0,Hard,2023,2023-01-03 00:10:00,Atp Chall,1,Diaz Acosta F.,Walkin B.
10129472_2023_3,615104,681223,204.0,234.0,Hard,2023,2023-01-03 00:10:00,Atp Chall,1,Lokoli L.,Serdarusic N.
93740054_2023_3,764898,345517,134.0,154.0,Hard,2023,2023-01-03 00:35:00,Atp Chall,1,Arnaldi M.,Shevchenko A.
91137664_2023_1,412462,811036,7.0,45.0,Hard,2023,2023-01-03 00:40:00,Atp Tour,1,Medvedev D.,Sonego L.
88782018_2023_3,912183,904531,87.0,200.0,Hard,2023,2023-01-03 00:55:00,Atp Chall,1,Fucsovics M.,Maestrelli F.
19844620_2023_1,520972,925629,19.0,76.0,Hard,2023,2023-01-03 00:55:00,Atp Tour,1,Tiafoe F.,Otte O.
78179493_2023_3,257507,163041,178.0,160.0,Hard,2023,2023-01-03 01:00:00,Atp Chall,0,Nava E.,Muller A.
94943819_2023_1,995472,536679,57.0,20.0,Hard,2023,2023-01-03 02:20:00,Atp Tour,0,Cachin P.,Khachanov K.
53236458_2023_3,452892,812285,156.0,122.0,Hard,2023,2023-01-03 02:20:00,Atp Chall,0,Brouwer G.,Rodionov J.
95332666_2023_3,883049,813264,85.0,1226.0,Hard,2023,2023-01-03 02:20:00,Atp Chall,1,Garin C.,Delaney Ja.
91144612_2023_3,881341,682682,145.0,139.0,Hard,2023,2023-01-03 02:25:00,Atp Chall,1,Watanuki Y.,van Assche L.
62681778_2023_3,709359,680600,406.0,138.0,Hard,2023,2023-01-03 02:35:00,Atp Chall,1,McCabe J.,Agamenone F.
26831611_2023_3,774933,287543,801.0,194.0,Hard,2023,2023-01-03 02:45:00,Atp Chall,0,Puttergill C.,Brancaccio R.
47751265_2023_1,181695,711489,5.0,65.0,Hard,2023,2023-01-03 02:55:00,Atp Tour,1,Djokovic N.,Lestienne C.
94186073_2023_3,552810,154108,332.0,433.0,Hard,2023,2023-01-03 03:05:00,Atp Chall,0,Royer V.,Ayeni A.
15585546_2023_3,182008,130717,387.0,219.0,Hard,2023,2023-01-03 03:05:00,Atp Chall,1,Donskoy E.,Jubb P.
34829070_2023_3,528890,341854,212.0,357.0,Hard,2023,2023-01-03 03:10:00,Atp Chall,0,Mager G.,Squire H.
52569988_2023_3,335034,569256,174.0,104.0,Hard,2023,2023-01-03 03:35:00,Atp Chall,1,Couacaud E.,Gomez E.
84272608_2023_1,181475,192912,803.0,129.0,Hard,2023,2023-01-03 03:55:00,Atp Tour,1,Sakellaridis S.,Bergs Z.
47554675_2023_3,554163,240504,302.0,380.0,Hard,2023,2023-01-03 05:05:00,Atp Chall,1,Moraing M.,Pouille L.
21693039_2023_3,550299,376007,170.0,230.0,Hard,2023,2023-01-03 05:10:00,Atp Chall,1,Blancaneaux G.,Barrios Vera T.
94050076_2023_3,941542,494287,186.0,990.0,Hard,2023,2023-01-03 05:10:00,Atp Chall,1,Dzumhur D.,Jin J.
29420401_2023_3,827001,714517,184.0,1064.0,Hard,2023,2023-01-03 05:10:00,Atp Chall,1,Wu Tung-Lin,Suksumrarn T.
24312985_2023_3,853888,799088,393.0,225.0,Hard,2023,2023-01-03 05:20:00,Atp Chall,1,Fonio G.,Tirante T. A.
37798625_2023_1,225761,587686,15.0,582.0,Hard,2023,2023-01-03 05:50:00,Atp Tour,1,Sinner J.,Edmund K.
56890415_2023_3,873324,675276,264.0,308.0,Hard,2023,2023-01-03 06:40:00,Atp Chall,1,Shimabukuro S.,Zhukayev B.
91024598_2023_1,125963,278192,10.0,148.0,Hard,2023,2023-01-03 06:40:00,Atp Tour,1,Hurkacz H.,Wawrinka S.
56986975_2023_3,494488,947022,239.0,141.0,Hard,2023,2023-01-03 07:10:00,Atp Chall,0,Mansouri S.,Grenier H.
53856467_2023_1,981922,952560,164.0,18.0,Hard,2023,2023-01-03 07:15:00,Atp Tour,0,Hijikata R.,Shapovalov D.
91134664_2023_1,702948,512847,39.0,107.0,Hard,2023,2023-01-03 07:15:00,Atp Tour,0,Ramos A.,Kubler J.
40278476_2023_3,833134,460471,223.0,457.0,Hard,2023,2023-01-03 07:50:00,Atp Chall,0,Trungelliti M.,Kelly D.
43446140_2023_1,467387,433587,21.0,8.0,Hard,2023,2023-01-03 08:10:00,Atp Tour,1,Bautista-Agut R.,Rublev A.
64062902_2023_1,927805,137843,127.0,159.0,Hard,2023,2023-01-03 08:40:00,Atp Tour,0,Ymer E.,Marterer M.
17079153_2023_1,281568,603427,103.0,111.0,Hard,2023,2023-01-03 08:40:00,Atp Tour,0,Albot R.,van Rijthoven T.
47419760_2023_1,443298,364318,62.0,435.0,Hard,2023,2023-01-03 08:40:00,Atp Tour,1,Martinez P.,Ramanathan R.
