"match_id","season_year","tour_type","tour_type_human","date_timestamp","date_human","tournament","round","surface","surface_id","status","status_extra","home_name","away_name","home_id","away_id","home_rank","away_rank","home_points","away_points","winner_code","home_set_score","away_set_score","home_set_1_score","away_set_1_score","home_set_2_score","away_set_2_score","home_set_3_score","away_set_3_score","home_set_4_score","away_set_4_score","home_set_5_score","away_set_5_score","home_odds_match_winner","away_odds_match_winner","home_odds_first_set_winner","away_odds_first_set_winner","home_aces","away_aces","home_double_faults","away_double_faults","home_service_points_won_perc","away_service_points_won_perc","home_return_points_won_perc","away_return_points_won_perc","home_break_points_won_perc","away_break_points_won_perc","home_break_points_saved_perc","away_break_points_saved_perc"
"32889145",2023,1,"ATP Tour",1672460100,"31 Dec 2022","United Cup ATP","","hard",1,"FINISHED","FINISHED","Goffin D.","Dimitrov G.","811823","945948",53,28,870,1460,2,0,2,4,6,5,7,"","","","","","",2.75,1.4,2.5,1.5,2,10,2,7,59,65,35,41,25,57,43,75
"43133453",2023,1,"ATP Tour",1672461600,"31 Dec 2022","Adelaide 2 ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Kwon S.","Thiem D.","614106","768744","","","","",1,2,0,6,4,6,1,"","","","","","",2.32,1.6,2.17,1.68,8,6,4,2,65,44,56,35,56,100,0,44
"72199684",2023,1,"ATP Tour",1672461600,"31 Dec 2022","United Cup ATP","","hard",1,"FINISHED","FINISHED","Nadal R.","Norrie C.","587237","701944",2,14,6020,2445,2,1,2,6,3,3,6,4,6,"","","","",1.44,2.63,1.53,2.38,10,6,4,2,64,68,32,36,17,18,82,83
"59521623",2023,1,"ATP Tour",1672464600,"31 Dec 2022","Adelaide 2 ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Winter E.","Daniel T.","733556","646738","","","","",2,0,2,1,6,0,6,"","","","","","",8,1.09,4.9,1.18,0,5,1,0,36,72,28,64,0,55,45,100
"21301871",2023,1,"ATP Tour",1672465500,"31 Dec 2022","Pune ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Milojevic N.","Ionel N. D.","302790","721837","","","","",1,2,0,6,3,6,2,"","","","","","","","","","",3,2,1,0,65,41,59,35,100,67,33,0
"61117383",2023,1,"ATP Tour",1672465500,"31 Dec 2022","Pune ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Marterer M.","Gunneswaran P.","137843","561713","","","","",1,2,1,7,6,3,6,7,5,"","","","",1.32,3.4,1.43,2.8,5,13,5,2,72,70,30,28,33,100,0,67
"54488093",2023,1,"ATP Tour",1672467000,"31 Dec 2022","Adelaide 2 ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Duckworth J.","Shelton B.","656194","791426","","","","",1,2,0,6,3,7,6,"","","","","","",2.4,1.56,2.2,1.65,12,8,2,6,80,60,40,20,10,0,100,90
"24119575",2023,1,"ATP Tour",1672470000,"31 Dec 2022","Adelaide 2 ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Barrere G.","Hijikata R.","473089","981922","","","","",2,0,2,2,6,3,6,"","","","","","",1.74,2.08,1.78,2.02,3,3,3,1,52,79,21,48,0,43,57,0
"94732908",2023,1,"ATP Tour",1672470000,"31 Dec 2022","United Cup ATP","","hard",1,"FINISHED","FINISHED","Michalski D.","Skatov T.","326801","508090",260,142,204,387,2,0,2,6,7,2,6,"","","","","","",3,1.36,2.63,1.44,2,3,2,1,59,71,29,41,0,20,80,100
"13850216",2023,1,"ATP Tour",1672470953,"31 Dec 2022","Pune ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Bellucci M.","Orlov V.","928358","200057","","","","",1,2,0,6,4,6,4,"","","","","","",1.25,3.75,1.36,3,17,2,4,3,71,60,40,29,100,100,0,0
"89823541",2023,1,"ATP Tour",1672474200,"31 Dec 2022","Pune ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Ramanathan R.","Virtanen O.","364318","923060","","","","",1,2,1,2,6,7,5,6,2,"","","","",2.5,1.52,2.28,1.61,5,8,3,1,62,57,43,38,33,57,43,67
"86284663",2023,1,"ATP Tour",1672476300,"31 Dec 2022","Pune ATP - Qualification","Qualifier","hard",1,"FINISHED","RETIRED","Ymer E.","Zekic M.","927805","386521","","","","",1,0,0,3,0,"","","","","","","","","","","","",2,1,1,0,89,42,58,11,50,0,0,50
"58947032",2023,1,"ATP Tour",1672477800,"31 Dec 2022","United Cup ATP","","hard",1,"FINISHED","FINISHED","Coric B.","Cerundolo F.","663803","986053",26,30,1685,1395,1,2,0,7,5,6,4,"","","","","","",1.25,3.75,1.36,3,4,2,2,1,60,56,44,40,44,20,80,56
"49895796",2023,1,"ATP Tour",1672479018,"31 Dec 2022","Pune ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Rawat S.","Kolar Z.","706750","255826","","","","",2,1,2,1,6,7,6,1,6,"","","","","","","","",0,6,3,2,58,75,25,42,33,45,55,67
"43098249",2023,1,"ATP Tour",1672482350,"31 Dec 2022","Pune ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Bhambri Y.","Hidalgo D.","138401","476967","","","","",1,2,0,6,2,6,2,"","","","","","","","","","",6,4,2,4,68,44,56,32,38,50,50,63
"93117608",2023,1,"ATP Tour",1672487100,"31 Dec 2022","Pune ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Vishal Balsekar A.","Cobolli F.","957408","374892","","","","",2,0,2,3,6,0,6,"","","","","","",14,1.01,13,1.02,0,3,2,1,44,69,31,56,0,33,67,100
"57281043",2023,3,"ATP Chall",1672528200,"31 Dec 2022","Canberra Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Zeppieri G.","Maestrelli F.","713412","904531","","","","",2,0,2,6,7,2,6,"","","","","","",1.83,1.83,1.85,1.85,3,8,3,1,65,81,19,35,0,67,33,0
"43824398",2023,3,"ATP Chall",1672528200,"31 Dec 2022","Canberra Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Couacaud E.","Walton A.","335034","995867","","","","",1,2,1,3,6,6,1,6,2,"","","","",1.25,3.75,1.33,3.25,14,2,2,0,76,59,41,24,33,100,0,67
"32929732",2023,3,"ATP Chall",1672528200,"31 Dec 2022","Canberra Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Diallo G.","Shang J.","422313","953996","","","","",1,2,0,6,3,7,6,"","","","","","",1.8,1.91,1.8,1.91,13,2,1,2,68,61,39,32,40,14,86,60
"58882152",2023,1,"ATP Tour",1672530000,"31 Dec 2022","Adelaide 2 ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Wu Y.","Popyrin A.","267424","338460","","","","",2,1,2,4,6,6,3,5,7,"","","","",1.67,2.18,1.73,2.08,10,15,5,3,59,64,36,41,75,67,33,25
"77053158",2023,3,"ATP Chall",1672531800,"01 Jan 2023","Noumea Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Delaney Je.","Delaney Ja.","508033","813264","","","","",2,0,2,1,6,2,6,"","","","","","","","","","",4,3,1,1,47,80,20,53,0,67,33,0
"99884981",2023,3,"ATP Chall",1672531800,"01 Jan 2023","Noumea Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Osmont G.","Uesugi K.","465909","679268","","","","",2,0,2,3,6,1,6,"","","","","","",13,1.02,10,1.04,0,6,2,0,49,72,28,51,25,42,58,75
"10008558",2023,1,"ATP Tour",1672531800,"01 Jan 2023","United Cup ATP","","hard",1,"FINISHED","FINISHED","Monteiro T.","Ruud C.","261646","529271",71,3,738,5820,2,0,2,3,6,2,6,"","","","","","",5.5,1.13,4,1.22,2,8,5,1,46,65,35,54,50,83,17,50
"86452182",2023,3,"ATP Chall",1672534200,"01 Jan 2023","Canberra Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Laaksonen H.","Krueger M.","812008","373503","","","","",2,1,2,5,7,6,3,3,6,"","","","",2.25,1.57,2.25,1.6,11,8,5,0,67,67,33,33,29,43,57,71
"82190589",2023,3,"ATP Chall",1672535100,"01 Jan 2023","Canberra Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Bolt A.","Bellier A.","385506","396263","","","","",2,1,2,6,3,4,6,3,6,"","","","",2.62,1.44,2.38,1.53,16,7,1,3,69,67,33,31,33,100,0,67
"64415040",2023,1,"ATP Tour",1672536000,"01 Jan 2023","United Cup ATP","","hard",1,"FINISHED","FINISHED","Otte O.","Svrcina D.","925629","930526",76,222,691,249,1,2,0,7,6,6,2,"","","","","","",1.4,2.75,1.5,2.5,7,0,2,2,57,47,53,43,86,40,60,14
"99082339",2023,3,"ATP Chall",1672536300,"01 Jan 2023","Canberra Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Furness E.","Ofner S.","441194","755374","","","","",2,1,2,7,6,4,6,4,6,"","","","",2.62,1.44,2.38,1.53,2,10,8,2,60,62,38,40,23,50,50,77
"21373966",2023,3,"ATP Chall",1672536600,"01 Jan 2023","Noumea Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Lopes T.","Brown P.","324554","194018","","","","",2,0,2,1,6,1,6,"","","","","","","","","","",3,4,4,2,40,67,33,60,14,50,50,86
"79733916",2023,3,"ATP Chall",1672536600,"01 Jan 2023","Noumea Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Harper M.","Jin J.","705517","494287","","","","",2,1,2,6,3,1,6,3,6,"","","","",8,1.06,6,1.11,9,6,3,2,59,68,32,41,50,42,58,50
"48493948",2023,1,"ATP Tour",1672539600,"01 Jan 2023","Adelaide 2 ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Safiullin R.","Pospisil V.","957369","120068","","","","",1,2,1,6,7,6,2,6,3,"","","","",1.75,2.06,1.79,2.02,10,13,0,8,74,61,39,26,36,25,75,64
"96411649",2023,3,"ATP Chall",1672542000,"01 Jan 2023","Noumea Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Boivin L.","Walkin B.","419415","139468","","","","",2,0,2,1,6,1,6,"","","","","","","","","","",1,7,2,1,41,76,24,59,0,63,38,100
"69034222",2023,3,"ATP Chall",1672542600,"01 Jan 2023","Canberra Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Nava E.","Camus C.","257507","238388","","","","",1,2,0,7,6,7,6,"","","","","","",1.02,13,1.05,9,18,2,2,0,79,68,32,21,0,0,100,100
"74549255",2023,3,"ATP Chall",1672542600,"01 Jan 2023","Nonthaburi Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Oradini G.","Ayeni A.","960706","154108","","","","",2,0,2,3,6,3,6,"","","","","","",1.73,2,1.8,1.91,1,11,2,3,55,75,25,45,0,100,0,100
"43301478",2023,3,"ATP Chall",1672542600,"01 Jan 2023","Nonthaburi Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Harris B.","Perez A.","919952","177120","","","","",2,0,2,4,6,6,7,"","","","","","",1.91,1.8,1.85,1.85,2,5,3,1,58,68,32,42,100,36,64,0
"63266315",2023,3,"ATP Chall",1672542600,"01 Jan 2023","Nonthaburi Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Nam Ji S.","Ovcharenko O.","315309","966328","","","","",1,2,0,6,3,6,1,"","","","","","",2.2,1.62,2.1,1.67,0,2,1,0,74,50,50,26,44,0,100,56
"55500182",2023,3,"ATP Chall",1672542900,"01 Jan 2023","Canberra Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Schoolkate T.","Kukushkin M.","429614","788021","","","","",1,2,1,2,6,6,3,6,3,"","","","",3.4,1.3,2.75,1.4,14,4,8,0,63,66,34,37,75,22,78,25
"40650491",2023,3,"ATP Chall",1672542900,"01 Jan 2023","Noumea Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Taylor A.","Mott B.","539140","654101","","","","",2,0,2,4,6,4,6,"","","","","","",11,1.03,8,1.06,6,4,0,4,62,74,26,38,0,33,67,100
"53404727",2023,3,"ATP Chall",1672545900,"01 Jan 2023","Canberra Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Broady L.","Galarneau A.","568273","717248","","","","",1,2,0,7,6,6,2,"","","","","","",1.57,2.25,1.62,2.2,8,3,2,1,66,60,40,34,60,20,80,40
"26059269",2023,3,"ATP Chall",1672547400,"01 Jan 2023","Nonthaburi Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Rosenkranz M.","Santillan A.","844257","493807","","","","",2,0,2,2,6,2,6,"","","","","","",1.67,2.1,1.67,2.1,5,3,8,5,47,68,32,53,33,100,0,67
"24889297",2023,1,"ATP Tour",1672547400,"01 Jan 2023","United Cup ATP","","hard",1,"FINISHED","FINISHED","Bergs Z.","Kuzmanov D.","192912","237834",129,196,435,282,2,0,2,2,6,0,6,"","","","","","",1.62,2.2,1.67,2.1,4,2,4,0,43,69,31,57,0,71,29,100
"29351733",2023,3,"ATP Chall",1672547700,"01 Jan 2023","Nonthaburi Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Berrettini J.","Pouille L.","446563","240504","","","","",2,0,2,5,7,5,7,"","","","","","",4.33,1.2,3.5,1.29,5,5,3,1,64,67,33,36,20,33,67,80
"68597687",2023,3,"ATP Chall",1672549200,"01 Jan 2023","Canberra Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Jones H.","Pellegrino A.","359603","273580","","","","",2,1,2,6,3,3,6,2,6,"","","","",5,1.14,4,1.22,7,4,5,5,62,68,32,38,33,33,67,67
"26081318",2023,1,"ATP Tour",1672550100,"01 Jan 2023","Adelaide 2 ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Kwon S.","Daniel T.","614106","646738","","","","",1,2,1,7,6,4,6,7,6,"","","","",1.47,2.65,1.57,2.38,8,15,7,2,70,68,32,30,0,14,86,100
"17305905",2023,3,"ATP Chall",1672550100,"01 Jan 2023","Canberra Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Muller A.","Holt B.","163041","322647","","","","",1,2,1,6,7,6,3,7,6,"","","","",2.2,1.62,2.1,1.67,9,16,3,1,62,67,33,38,27,15,85,73
"47829716",2023,3,"ATP Chall",1672550100,"01 Jan 2023","Nonthaburi Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Squire H.","Trongcharoenchaikul W.","341854","476400","","","","",1,2,0,6,4,6,3,"","","","","","",1.1,6.5,1.15,4.75,12,9,6,4,75,64,36,25,33,0,0,67
"43459028",2023,1,"ATP Tour",1672550700,"01 Jan 2023","Adelaide 2 ATP","1/16-finals","hard",1,"FINISHED","FINISHED","Giron M.","Gasquet R.","123040","728933",61,68,776,740,1,2,1,7,6,6,7,7,5,"","","","",1.91,1.91,1.83,1.83,13,10,2,4,75,64,36,25,17,33,67,83
"86740063",2023,1,"ATP Tour",1672551600,"01 Jan 2023","Pune ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Marterer M.","Milojevic N.","137843","302790","","","","",1,2,0,6,2,6,3,"","","","","","","","","","",11,1,1,4,82,54,46,18,43,0,0,57
"67006680",2023,1,"ATP Tour",1672551607,"01 Jan 2023","Pune ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Bellucci M.","Ramanathan R.","928358","364318","","","","",2,0,2,3,6,5,7,"","","","","","",1.41,2.88,1.52,2.5,2,14,2,2,66,73,27,34,0,50,50,100
"20763531",2023,3,"ATP Chall",1672552200,"01 Jan 2023","Nonthaburi Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Vrbensky M.","Clark E.","191513","536397","","","","",1,2,1,4,6,6,4,6,4,"","","","",1.44,2.62,1.53,2.38,21,9,6,3,63,61,39,37,30,17,83,70
"99406779",2023,3,"ATP Chall",1672554300,"01 Jan 2023","Canberra Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Elias G.","Krutykh O.","997429","925109","","","","",2,0,2,4,6,6,7,"","","","","","",1.91,1.8,1.85,1.85,8,5,2,1,63,79,21,37,50,33,67,50
"48656959",2023,3,"ATP Chall",1672555200,"01 Jan 2023","Nonthaburi Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Kunsuwan N.","Donskoy E.","235825","182008","","","","",2,0,2,3,6,3,6,"","","","","","",15,1.02,10,1.04,8,3,2,1,58,75,25,42,0,60,40,100
"24193341",2023,1,"ATP Tour",1672556700,"01 Jan 2023","Pune ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Kolar Z.","Cobolli F.","255826","374892","","","","",2,0,2,4,6,4,6,"","","","","","",2.55,1.5,2.3,1.61,3,5,1,2,56,76,24,44,100,25,75,0
"69758056",2023,3,"ATP Chall",1672557000,"01 Jan 2023","Nonthaburi Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Parker S.","Samrej K.","269960","750116","","","","",1,2,0,6,2,6,3,"","","","","","",1.29,3.5,1.36,3,5,5,3,4,64,50,50,36,63,11,89,38
"30116778",2023,1,"ATP Tour",1672557900,"01 Jan 2023","Pune ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Ymer E.","Bhambri Y.","927805","138401","","","","",1,2,0,6,1,6,4,"","","","","","",1.62,2.28,1.7,2.14,8,1,2,4,71,55,45,29,30,0,100,70
"92925029",2023,1,"ATP Tour",1672558800,"01 Jan 2023","United Cup ATP","","hard",1,"FINISHED","FINISHED","Hurkacz H.","Bublik A.","125963","732840",10,37,2905,1130,1,2,1,7,6,4,6,6,3,"","","","",1.33,3.25,1.44,2.63,18,15,4,8,77,70,30,23,25,25,75,75
"35717133",2023,1,"ATP Tour",1672559400,"01 Jan 2023","Adelaide 2 ATP - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Hijikata R.","Duckworth J.","981922","656194","","","","",1,2,0,7,5,6,4,"","","","","","",2.23,1.64,2.12,1.7,7,7,4,2,66,63,37,34,33,14,86,67
"11179598",2023,3,"ATP Chall",1672560300,"01 Jan 2023","Nonthaburi Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Chaiyarin C.","Gaio F.","799141","494252","","","","",2,1,2,2,6,7,5,3,6,"","","","",17,1.01,12,1.02,5,7,3,4,58,66,34,42,18,63,38,82
"44378841",2023,1,"ATP Tour",1672562400,"01 Jan 2023","Adelaide 2 ATP","1/16-finals","hard",1,"FINISHED","RETIRED","McDonald M.","Galan D. E.","476352","613323",63,67,775,741,1,1,0,6,3,"","","","","","","","",1.36,3.2,1.44,2.63,4,2,1,1,80,56,44,20,100,0,0,0
"31565635",2023,3,"ATP Chall",1672562700,"01 Jan 2023","Nonthaburi Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Fomin S.","Kelly D.","217707","460471","","","","",2,1,2,1,6,6,4,2,6,"","","","","","","","",1,8,4,0,52,69,31,48,25,67,33,75
"74975931",2023,3,"ATP Chall",1672563000,"01 Jan 2023","Nonthaburi Chall. Men - Qualification","Qualifier","hard",1,"FINISHED","FINISHED","Kumar O.","Fonio G.","872279","853888","","","","",2,0,2,5,7,2,6,"","","","","","",2.75,1.4,2.5,1.5,1,7,1,1,49,67,33,51,40,50,50,60
"85749128",2023,1,"ATP Tour",1672567500,"01 Jan 2023","United Cup ATP","","hard",1,"FINISHED","FINISHED","Ramos A.","Evans D.","702948","890750",39,27,1075,1585,2,1,2,3,6,6,1,3,6,"","","","",3.75,1.25,3.25,1.33,3,5,3,1,56,64,36,44,60,43,57,40
"59943770",2023,3,"ATP Chall",1672571400,"01 Jan 2023","Oeiras Chall. Men - Qualification (indoor)","Qualifier","hard",1,"FINISHED","FINISHED","Janvier M.","Prizmic D.","640731","169616","","","","",2,0,2,4,6,1,6,"","","","","","",2.1,1.67,2.1,1.67,7,2,2,2,53,78,22,47,0,75,25,0
"38008698",2023,3,"ATP Chall",1672571400,"01 Jan 2023","Oeiras Chall. Men - Qualification (indoor)","Qualifier","hard",1,"FINISHED","FINISHED","De Schepper K.","Friberg K.","226123","978600","","","","",1,2,0,6,3,6,3,"","","","","","",1.73,2,1.73,2,12,2,0,1,79,63,38,21,100,0,100,0
"24038857",2023,3,"ATP Chall",1672572300,"01 Jan 2023","Oeiras Chall. Men - Qualification (indoor)","Qualifier","hard",1,"FINISHED","FINISHED","Marie J.","Vincent Ruggeri S.","106382","232956","","","","",1,2,1,4,6,7,6,6,2,"","","","",1.5,2.5,1.53,2.38,7,5,3,1,66,66,34,34,75,29,71,25
"81885001",2023,1,"ATP Tour",1672574100,"01 Jan 2023","United Cup ATP","","hard",1,"FINISHED","FINISHED","Gojo B.","Coria F.","949266","452060",144,75,381,695,1,2,0,7,6,6,4,"","","","","","",1.33,3.25,1.44,2.63,6,0,3,0,71,64,36,29,25,0,0,75
"53659679",2023,3,"ATP Chall",1672576500,"01 Jan 2023","Oeiras Chall. Men - Qualification (indoor)","Qualifier","hard",1,"FINISHED","FINISHED","Rocha F.","Lajal M.","576536","822429","","","","",2,0,2,3,6,2,6,"","","","","","",5.5,1.12,4.33,1.2,3,4,4,4,54,76,24,46,0,38,63,0
"11710164",2023,3,"ATP Chall",1672577100,"01 Jan 2023","Oeiras Chall. Men - Qualification (indoor)","Qualifier","hard",1,"FINISHED","FINISHED","Holmgren A.","Kirkin E.","861716","117175","","","","",1,2,0,6,4,6,4,"","","","","","",1.5,2.5,1.53,2.38,8,5,3,2,70,61,39,30,25,0,100,75
